ID,Year_Birth,Dt_Customer,Education,Marital_Status,Kidhome,Teenhome,Income,Income_Status,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,SuccessCampaign,Complain,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,TotAmountSpent,NumWebVisitsMonth,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,TotNumPurchase,Recency
8911,1967.0,2013-04-08,PhD,Married,0,1,56320.0,Tier 2,0,0,0,0,0,0,0,0,116,172,53,77,201,83,702,4,3,4,9,5,16,11
3706,1978.0,2013-08-21,Graduation,Single,1,0,28647.0,Tier 3,0,0,1,0,0,1,2,0,0,29,8,12,19,26,94,7,1,2,2,2,5,54
3628,1987.0,2013-01-29,Basic,Single,1,0,15038.0,Tier 3,0,0,0,0,0,0,0,0,19,11,8,12,4,26,80,9,2,1,2,2,5,93
10175,1958.0,2013-08-01,PhD,Divorced,0,1,32173.0,Tier 3,0,0,0,0,0,0,0,0,0,2,0,0,18,2,22,4,1,0,3,1,4,0
8985,1964.0,2012-11-04,2n Cycle,Together,0,1,68316.0,Tier 1,0,0,0,0,0,0,0,0,120,161,80,11,806,33,1211,6,5,7,10,10,22,54
5204,1971.0,2013-06-29,Graduation,Together,0,0,74538.0,Tier 1,0,0,0,0,1,1,2,0,110,733,98,112,380,28,1461,3,1,8,5,8,14,21
9220,1971.0,2013-01-17,Graduation,Single,0,0,91700.0,Tier 1,0,0,0,0,0,1,1,0,125,961,172,115,576,19,1968,3,1,6,5,8,12,58
9888,1969.0,2014-06-25,Graduation,Together,0,0,68695.0,Tier 1,0,0,0,0,0,0,0,0,106,356,81,50,458,40,1091,2,1,4,7,4,12,3
5263,1977.0,2013-01-22,2n Cycle,Married,1,0,31056.0,Tier 3,0,0,0,0,0,0,0,0,3,13,10,8,5,16,55,8,1,0,3,1,4,99
1020,1973.0,2014-05-12,Graduation,Married,0,0,79593.0,Tier 1,0,0,0,0,1,0,1,0,110,568,60,133,350,145,1366,2,1,6,7,5,14,70
9503,1980.0,2012-08-29,Graduation,Single,0,0,28071.0,Tier 3,0,0,0,0,0,0,0,0,41,130,33,26,39,44,313,8,2,1,5,5,8,65
10613,1958.0,2014-02-26,PhD,Together,1,1,37334.0,Tier 3,0,0,0,0,0,0,0,0,2,16,1,2,26,15,62,4,4,0,4,3,8,44
67,1972.0,2013-09-18,Master,Single,1,1,46423.0,Tier 2,0,0,0,0,0,0,0,0,0,16,0,0,68,8,92,7,3,0,4,2,7,6
6019,1971.0,2014-03-30,PhD,Married,1,0,37126.0,Tier 3,0,0,1,0,0,1,2,0,4,9,3,4,45,7,72,6,1,2,2,1,5,9
5863,1953.0,2013-05-29,Graduation,Married,0,1,47703.0,Tier 2,0,0,0,0,0,0,0,0,13,134,0,26,359,123,655,5,4,3,8,6,15,95
3717,1959.0,2014-04-23,Graduation,Married,0,1,61180.0,Tier 1,0,0,1,0,0,0,1,0,6,29,24,24,403,218,704,3,2,5,6,5,13,70
6730,1954.0,2012-11-03,Graduation,Married,1,1,38998.0,Tier 3,0,0,0,0,0,0,0,1,0,14,1,0,34,5,54,8,3,0,3,2,6,92
10749,1991.0,2012-09-18,Graduation,Single,0,0,8028.0,Tier 3,0,0,0,0,0,0,0,0,7,66,18,12,73,2,178,19,15,1,0,0,16,62
4998,1962.0,2014-05-23,Graduation,Together,0,0,76081.0,Tier 1,1,0,0,0,0,0,1,0,63,415,30,33,292,200,1033,2,1,5,4,4,10,85
6287,1986.0,2013-07-30,Graduation,Together,1,0,34728.0,Tier 3,0,0,0,0,0,1,1,0,0,16,0,0,14,6,36,6,1,1,2,1,4,2
5985,1965.0,2012-10-13,Master,Single,0,1,33168.0,Tier 3,0,0,0,0,0,0,0,0,0,37,1,1,80,3,122,7,3,1,4,2,8,0
4754,1966.0,2013-09-25,Master,Married,0,1,33585.0,Tier 3,0,0,0,0,0,0,0,0,13,33,11,6,30,29,122,4,1,0,4,2,5,91
4002,1960.0,2013-10-13,PhD,Married,0,1,77037.0,Tier 1,0,0,0,0,0,0,0,0,168,333,96,53,463,10,1123,3,1,7,12,7,20,3
8870,1984.0,2012-11-13,Graduation,Together,1,0,35196.0,Tier 3,0,0,0,0,0,1,1,0,43,141,12,39,75,187,497,8,6,1,5,6,12,68
966,1966.0,2013-07-05,Graduation,Married,0,1,44529.0,Tier 2,0,0,0,1,0,0,1,0,17,91,13,6,538,26,691,5,6,2,11,6,19,98
4767,1965.0,2014-04-07,2n Cycle,Married,0,0,70924.0,Tier 1,0,0,0,0,1,0,1,0,132,254,114,152,635,76,1363,3,1,6,7,6,14,41
9725,1966.0,2014-06-05,PhD,Together,1,1,28764.0,Tier 3,0,0,1,0,0,0,1,0,0,3,0,0,8,1,12,8,1,0,2,1,3,16
4475,1949.0,2013-02-16,PhD,Married,0,0,69098.0,Tier 1,0,0,0,0,0,0,0,0,145,780,22,0,1315,178,2440,5,1,8,9,7,18,82
5740,1970.0,2013-02-14,2n Cycle,Divorced,1,1,25959.0,Tier 3,0,0,0,0,0,1,1,0,7,12,2,5,4,26,56,6,2,2,2,1,6,1
5731,1983.0,2013-04-05,Master,Married,1,0,27100.0,Tier 3,0,0,0,0,0,0,0,0,2,13,0,0,12,10,37,7,1,0,3,1,4,64
7290,1985.0,2012-10-05,Graduation,Single,0,0,70596.0,Tier 1,0,0,0,0,0,0,0,0,17,534,44,0,347,26,968,2,1,5,12,3,18,68
3846,1974.0,2012-08-29,Graduation,Married,0,1,42557.0,Tier 2,0,0,0,0,0,0,0,0,0,53,5,5,192,15,270,8,4,1,4,6,9,98
8104,1951.0,2013-08-09,PhD,Married,0,0,53312.0,Tier 2,0,0,0,0,0,0,0,0,0,12,0,0,241,25,278,7,1,1,5,5,7,32
4507,1952.0,2012-11-27,Graduation,Single,0,0,72228.0,Tier 1,0,0,0,0,0,0,0,0,30,491,28,14,631,56,1250,3,1,7,8,6,16,87
11013,1987.0,2013-03-31,Graduation,Together,0,0,67605.0,Tier 1,0,0,0,0,0,0,0,0,184,282,28,54,336,54,938,1,1,8,6,2,15,84
4491,1949.0,2012-10-01,Master,Married,1,1,62845.0,Tier 1,0,0,0,1,0,0,1,0,0,45,0,0,1099,34,1178,8,11,4,10,3,25,3
3759,1958.0,2013-07-25,Graduation,Together,0,2,65196.0,Tier 1,0,0,1,0,0,0,1,0,12,181,19,0,743,200,1155,5,2,6,11,7,19,34
1162,1987.0,2013-01-10,PhD,Single,0,0,42000.0,Tier 2,0,0,0,0,0,1,1,0,85,267,83,59,124,35,653,5,2,2,11,5,15,23
2055,1973.0,2014-05-19,PhD,Divorced,1,1,35860.0,Tier 3,0,0,1,0,0,0,1,0,4,8,0,2,15,20,49,5,2,1,2,1,5,37
10766,1964.0,2014-04-11,PhD,Married,0,1,65526.0,Tier 1,0,0,0,0,0,0,0,0,12,69,19,0,397,9,506,2,1,4,8,4,13,22
4415,1961.0,2012-09-12,Graduation,Married,1,1,16860.0,Tier 3,0,0,0,0,0,0,0,0,3,4,4,3,10,14,38,7,3,1,3,1,7,19
3005,1992.0,2014-05-01,Graduation,Single,0,0,83528.0,Tier 1,1,0,1,0,0,1,3,0,134,678,117,44,530,147,1650,1,1,10,8,4,19,7
2223,1965.0,2012-08-03,2n Cycle,Divorced,0,1,64176.0,Tier 1,0,0,0,0,0,0,0,0,64,249,33,116,1215,149,1826,6,8,9,8,8,25,52
4817,1956.0,2012-08-04,Graduation,Divorced,0,0,22304.0,Tier 3,0,0,0,0,0,0,0,0,0,7,2,4,3,2,18,8,1,0,2,1,3,91
2875,1978.0,2014-03-04,Graduation,Married,0,0,67023.0,Tier 1,0,0,0,0,0,0,0,1,11,382,44,8,444,17,906,2,1,7,13,3,21,93
10536,1971.0,2014-05-25,PhD,Together,1,0,32892.0,Tier 3,0,0,0,0,0,0,0,0,2,15,0,1,26,2,46,8,2,0,3,3,5,78
11112,1966.0,2012-12-03,Graduation,Together,0,1,70713.0,Tier 1,0,0,0,0,0,0,0,0,82,279,114,76,736,190,1477,3,6,6,8,5,20,23
3807,1955.0,2012-11-30,Graduation,Together,0,1,59925.0,Tier 2,0,0,0,0,0,0,0,0,19,176,21,21,473,56,766,6,3,2,9,9,14,83
9197,1953.0,2014-02-24,Graduation,Married,0,1,39722.0,Tier 3,0,0,0,0,0,0,0,0,2,5,0,0,32,8,47,5,2,0,3,2,5,92
10832,1958.0,2013-07-18,Graduation,Together,0,0,46610.0,Tier 2,0,0,0,0,0,0,0,0,4,30,10,10,288,125,467,6,1,1,6,6,8,4
6421,1961.0,2013-07-03,Graduation,Together,0,0,88347.0,Tier 1,1,0,0,0,0,0,1,0,77,555,178,138,1050,118,2116,1,1,7,9,4,17,32
4207,1981.0,2013-05-01,PhD,Married,0,0,87171.0,Tier 1,0,0,1,0,1,0,2,0,58,107,44,44,1001,44,1298,2,1,7,11,6,19,27
577,1976.0,2013-08-20,2n Cycle,Together,1,1,26907.0,Tier 3,0,0,0,0,0,0,0,0,0,7,1,3,9,2,22,7,2,0,3,1,5,10
10855,1968.0,2014-01-22,Master,Single,1,0,50014.0,Tier 2,0,0,0,0,0,0,0,0,19,77,14,10,234,42,396,5,2,1,8,4,11,9
3081,1978.0,2013-04-22,PhD,Married,1,0,41014.0,Tier 2,0,0,0,0,0,0,0,0,2,6,2,0,7,3,20,7,1,0,2,1,3,65
3535,1965.0,2014-03-17,Graduation,Single,0,0,66294.0,Tier 1,0,0,0,0,0,0,0,0,65,334,108,92,251,117,967,2,1,3,5,4,9,68
247,1971.0,2012-11-17,Graduation,Married,1,0,36715.0,Tier 3,0,0,0,0,0,1,1,0,21,125,10,13,172,16,357,9,6,2,4,7,12,16
8707,1956.0,2012-08-22,Graduation,Married,0,0,79456.0,Tier 1,0,0,0,0,0,1,1,0,64,548,42,83,565,99,1401,3,1,6,4,5,11,12
9523,1982.0,2013-08-17,Graduation,Together,1,0,40479.0,Tier 2,0,0,0,0,0,0,0,0,2,8,0,0,5,0,15,4,1,0,3,0,4,95
6072,1970.0,2013-02-02,Master,Single,0,0,75345.0,Tier 1,1,0,0,0,0,1,2,0,99,842,57,38,918,133,2087,3,1,8,6,5,15,16
6295,1977.0,2013-02-04,Graduation,Married,0,1,54233.0,Tier 2,0,0,0,0,0,0,0,0,21,158,8,0,652,142,981,8,4,6,5,11,15,46
10914,1970.0,2013-10-12,Graduation,Single,1,1,24163.0,Tier 3,0,0,0,0,0,0,0,0,2,7,1,1,4,2,17,4,2,0,3,1,5,3
1509,1958.0,2013-01-04,PhD,Together,0,0,84460.0,Tier 1,1,1,0,1,1,1,5,0,106,103,27,54,152,81,523,5,0,9,4,9,13,80
5577,1983.0,2014-05-03,Graduation,Together,1,0,43776.0,Tier 2,0,0,0,0,0,0,0,0,2,9,0,1,8,3,23,6,1,0,2,1,3,77
7348,1958.0,2014-03-17,PhD,Single,0,0,71691.0,Tier 1,0,0,0,0,0,1,1,0,240,411,130,32,336,43,1192,2,1,7,5,4,13,0
1127,1973.0,2014-05-29,PhD,Married,0,0,85844.0,Tier 1,0,0,0,0,1,0,1,0,25,843,19,95,938,38,1958,2,1,6,7,6,14,62
1833,1974.0,2014-04-26,PhD,Single,1,0,39190.0,Tier 3,0,0,0,0,0,0,0,0,19,18,8,8,68,12,133,5,2,1,4,2,7,91
4944,1959.0,2013-08-23,Graduation,Together,0,0,71367.0,Tier 1,0,0,0,0,0,0,0,0,42,389,23,21,227,75,777,2,1,5,7,4,13,24
9080,1972.0,2013-06-22,PhD,Single,1,1,38578.0,Tier 3,0,0,0,0,0,0,0,0,3,22,4,3,38,3,73,8,3,0,3,3,6,2
6466,1965.0,2014-03-12,PhD,Married,1,1,57236.0,Tier 2,0,0,0,0,0,0,0,0,2,9,0,1,105,4,121,3,3,1,4,2,8,22
9964,1979.0,2013-08-07,Graduation,Single,0,1,61825.0,Tier 1,0,0,0,0,0,0,0,0,55,100,50,30,162,27,424,4,1,2,8,4,11,56
4790,1958.0,2014-06-02,Graduation,Divorced,0,1,79803.0,Tier 1,0,0,0,0,0,0,0,0,21,216,8,16,574,33,868,1,1,3,5,4,9,54
10245,1986.0,2012-10-31,2n Cycle,Single,0,0,80910.0,Tier 1,0,0,0,0,0,0,0,0,67,369,80,39,160,41,756,1,1,3,8,3,12,71
1109,1982.0,2013-04-23,Master,Together,1,0,27590.0,Tier 3,0,0,0,0,0,0,0,0,0,5,0,0,6,1,12,7,1,0,2,1,3,38
6001,1979.0,2013-01-02,Graduation,Married,0,1,56775.0,Tier 2,0,0,0,0,0,0,0,0,58,160,35,35,614,35,937,5,2,8,10,5,20,62
5538,1975.0,2013-10-08,Graduation,Divorced,0,0,83829.0,Tier 1,1,0,1,0,1,1,4,0,186,430,161,161,897,27,1862,1,0,7,6,4,13,78
10552,1979.0,2013-05-20,2n Cycle,Married,0,1,54210.0,Tier 2,0,0,0,0,0,0,0,0,80,109,54,9,70,45,367,5,2,1,7,4,10,18
1545,1986.0,2013-08-02,Graduation,Married,1,0,38508.0,Tier 3,0,0,0,0,0,0,0,0,25,206,19,19,120,54,443,8,6,2,5,7,13,95
7409,1970.0,2013-10-26,Graduation,Together,1,0,53187.0,Tier 2,0,0,0,0,0,0,0,0,7,30,2,7,211,10,267,5,2,1,6,4,9,66
4444,1972.0,2014-03-24,Graduation,Married,1,0,30023.0,Tier 3,0,0,0,0,0,0,0,0,7,16,0,6,11,21,61,8,1,0,3,2,4,28
146,1960.0,2013-11-15,PhD,Single,0,0,76045.0,Tier 1,1,0,0,0,0,0,1,0,17,400,53,93,760,0,1323,2,1,5,11,4,17,78
6271,1952.0,2014-06-19,PhD,Married,0,1,50870.0,Tier 2,0,0,0,0,0,0,0,0,0,8,0,0,53,2,63,5,1,0,3,2,4,13
10065,1970.0,2013-08-03,2n Cycle,Married,0,0,15315.0,Tier 3,0,0,0,0,0,0,0,0,15,13,4,8,7,17,64,5,2,0,4,2,6,27
4741,1974.0,2014-01-30,2n Cycle,Married,1,0,65463.0,Tier 1,0,0,0,1,0,0,1,0,21,70,32,32,391,16,562,5,2,2,9,6,13,17
246,1965.0,2014-05-31,Graduation,Married,1,1,66480.0,Tier 1,0,0,0,0,0,0,0,0,20,57,9,21,199,6,312,4,7,1,7,4,15,71
375,1954.0,2013-02-25,Graduation,Divorced,0,0,76773.0,Tier 1,0,0,0,0,0,0,0,0,86,449,56,33,516,16,1156,1,1,2,11,2,14,79
1524,1983.0,2013-03-01,2n Cycle,Single,0,0,81698.0,Tier 1,1,0,0,0,0,1,2,0,30,115,45,160,709,45,1104,5,1,2,5,8,8,1
10022,1973.0,2014-02-09,PhD,Single,1,1,54466.0,Tier 2,0,0,0,0,0,0,0,0,0,4,0,0,12,0,16,5,1,0,2,1,3,78
7451,1960.0,2014-02-17,Master,Single,0,0,98777.0,Tier 1,0,0,0,1,0,0,1,0,125,711,19,115,1000,38,2008,1,0,6,9,4,15,23
11010,1984.0,2013-08-30,PhD,Single,1,0,16269.0,Tier 3,0,0,0,0,0,0,0,0,3,18,3,1,19,0,44,8,3,0,3,3,6,75
4356,1971.0,2013-08-28,Graduation,Together,0,1,71819.0,Tier 1,0,0,0,1,1,0,2,0,0,140,28,14,1224,168,1574,6,3,3,5,3,11,70
3885,1983.0,2013-10-16,PhD,Married,1,0,33569.0,Tier 3,0,0,1,0,0,1,2,0,3,18,2,0,16,24,63,8,1,1,2,1,4,10
1175,1983.0,2013-09-20,Master,Married,0,0,36262.0,Tier 3,0,0,1,0,0,1,2,0,64,54,39,28,88,153,426,6,1,5,3,3,9,24
880,1966.0,2013-01-16,Basic,Together,0,0,22634.0,Tier 3,0,0,0,0,0,0,0,0,8,11,23,6,2,46,96,8,1,1,2,2,4,47
2320,1978.0,2013-09-12,2n Cycle,Married,0,1,47025.0,Tier 2,0,0,0,0,0,0,0,0,23,59,11,5,508,29,635,9,5,1,6,11,12,98
850,1968.0,2013-10-06,Graduation,Single,0,1,70566.0,Tier 1,0,0,0,0,0,0,0,0,84,215,28,28,381,21,757,3,2,5,9,6,16,4
4713,1979.0,2012-11-22,PhD,Married,1,0,31605.0,Tier 3,0,0,0,0,0,0,0,0,2,42,0,1,74,6,125,7,2,1,4,2,7,15
675,1973.0,2013-05-17,Master,Divorced,1,1,52034.0,Tier 2,0,0,0,0,0,0,0,0,7,93,0,13,146,73,332,7,5,2,5,4,12,67
5025,1979.0,2013-12-24,Graduation,Single,1,0,48526.0,Tier 2,0,0,0,0,0,0,0,0,43,23,17,20,23,9,135,3,1,1,4,2,6,32
2308,1954.0,2012-11-18,Graduation,Married,0,1,46734.0,Tier 2,0,0,0,0,0,0,0,0,26,137,5,23,110,29,330,7,2,1,5,6,8,40
5995,1962.0,2012-12-18,Graduation,Divorced,1,1,39552.0,Tier 3,0,0,0,0,0,1,1,0,4,147,3,24,165,41,384,8,7,2,5,6,14,54
6749,1966.0,2012-08-08,Graduation,Single,1,1,86358.0,Tier 1,0,0,0,0,0,0,0,0,82,494,47,47,957,95,1722,8,4,3,6,5,13,78
1010,1977.0,2014-04-24,Graduation,Together,2,1,46931.0,Tier 2,0,0,0,0,0,0,0,0,3,17,0,1,41,16,78,3,2,1,3,1,6,94
8977,1985.0,2013-01-12,Basic,Single,0,0,16581.0,Tier 3,0,0,0,0,0,0,0,0,2,4,3,3,1,11,24,4,1,0,3,0,4,51
4756,1952.0,2013-12-20,2n Cycle,Divorced,0,0,63998.0,Tier 1,0,0,0,0,0,1,1,0,0,818,29,33,176,112,1168,4,1,6,11,7,18,42
3412,1951.0,2013-01-15,Master,Married,0,1,67381.0,Tier 1,0,0,0,1,0,0,1,0,11,53,8,0,815,70,957,7,4,2,9,2,15,67
606,1967.0,2013-10-10,Graduation,Single,1,1,25930.0,Tier 3,0,0,0,0,0,0,0,0,2,2,1,0,6,4,15,7,1,0,2,1,3,87
5961,1978.0,2014-06-07,Graduation,Married,1,0,42693.0,Tier 2,0,0,0,0,0,0,0,0,6,20,4,3,8,16,57,5,1,0,3,1,4,29
2975,1976.0,2012-11-12,Graduation,Together,0,1,85606.0,Tier 1,1,0,0,0,0,0,1,0,219,864,42,30,717,84,1956,3,2,7,9,6,18,89
2894,1985.0,2013-10-29,Graduation,Single,0,0,72903.0,Tier 1,1,0,0,1,1,1,4,0,0,750,138,19,1067,39,2013,4,1,5,8,7,14,74
7613,1974.0,2014-05-24,2n Cycle,Together,1,0,49669.0,Tier 2,0,0,0,0,0,0,0,0,11,107,5,8,166,29,326,6,2,1,6,5,9,97
10542,1968.0,2012-08-05,PhD,Married,1,1,36778.0,Tier 3,0,0,0,0,0,0,0,0,2,34,4,4,29,4,77,9,3,0,3,3,6,63
8015,1962.0,2013-05-03,PhD,Divorced,0,0,85696.0,Tier 1,0,0,0,0,0,1,1,0,116,395,76,0,714,12,1313,1,1,6,9,4,16,88
10617,1989.0,2014-05-22,Master,Divorced,0,0,10979.0,Tier 3,0,0,0,0,0,0,0,0,2,10,4,2,8,4,30,5,2,0,3,3,5,34
11166,1961.0,2013-02-02,Graduation,Married,0,1,49678.0,Tier 2,0,0,0,0,0,0,0,0,3,56,5,2,229,20,315,7,2,2,4,6,8,81
849,1953.0,2013-06-20,Master,Together,0,1,56129.0,Tier 2,0,0,0,0,0,0,0,0,39,133,48,72,320,48,660,4,4,2,10,6,16,65
523,1989.0,2013-01-31,Graduation,Married,1,0,37155.0,Tier 3,0,0,0,0,0,0,0,0,7,26,0,15,23,3,74,5,1,0,4,2,5,51
4066,1978.0,2014-05-11,2n Cycle,Divorced,1,0,21282.0,Tier 3,0,0,0,0,0,0,0,0,4,8,5,8,1,20,46,6,2,1,2,2,5,76
8414,1962.0,2013-08-17,PhD,Single,0,1,33419.0,Tier 3,0,0,0,0,0,0,0,0,0,12,0,0,56,18,86,7,2,0,4,2,6,76
819,1945.0,2013-11-05,Graduation,Divorced,0,0,63285.0,Tier 1,0,0,0,0,0,0,0,0,50,249,124,38,508,134,1103,3,1,5,13,6,19,84
4961,1974.0,2014-01-21,Master,Together,1,0,21255.0,Tier 3,0,0,0,0,0,0,0,0,2,25,0,2,29,3,61,4,4,1,4,2,9,56
749,1981.0,2013-11-19,Graduation,Together,1,0,42162.0,Tier 2,0,0,1,0,0,1,2,0,2,59,7,4,46,27,145,6,2,1,3,3,6,31
5430,1956.0,2012-09-14,Graduation,Together,1,1,54450.0,Tier 2,0,0,0,0,0,0,0,0,8,171,0,19,454,32,684,8,12,2,8,9,22,0
7755,1954.0,2013-11-12,PhD,Married,0,1,57744.0,Tier 2,0,0,0,0,0,0,0,0,0,39,3,0,350,19,411,8,2,1,4,9,7,91
10525,1986.0,2012-10-13,Graduation,Single,1,0,26576.0,Tier 3,0,0,1,0,0,1,2,0,0,8,0,0,10,9,27,9,1,0,2,1,3,40
1453,1943.0,2013-07-06,PhD,Divorced,0,0,57513.0,Tier 2,0,0,0,0,0,0,0,0,52,183,40,20,735,30,1060,6,2,3,13,9,18,59
8310,1964.0,2012-08-29,Graduation,Together,0,1,68142.0,Tier 1,0,0,0,0,0,0,0,0,91,196,126,112,897,37,1459,6,3,4,7,10,14,96
10710,1979.0,2012-08-29,Graduation,Married,0,1,7500.0,Tier 3,0,0,0,0,0,0,0,0,3,3,2,0,5,5,18,8,1,0,2,1,3,61
5031,1974.0,2012-09-22,Graduation,Together,0,0,83145.0,Tier 1,0,0,0,0,1,1,2,0,39,731,35,137,777,114,1833,2,1,9,11,5,21,14
2613,1960.0,2014-04-03,Master,Married,0,1,54197.0,Tier 2,0,0,0,0,0,0,0,0,6,37,6,13,162,13,237,1,2,3,6,1,11,16
213,1963.0,2014-05-28,PhD,Single,1,1,23091.0,Tier 3,0,0,0,0,0,0,0,0,0,11,0,0,35,2,48,7,4,1,3,2,8,98
967,1976.0,2013-07-21,Graduation,Married,1,1,46049.0,Tier 2,0,0,0,0,0,1,1,0,19,112,9,14,342,19,515,7,10,2,9,5,21,11
1077,1974.0,2012-12-05,Graduation,Together,0,0,56715.0,Tier 2,0,0,0,0,0,0,0,0,237,239,105,172,258,9,1020,4,1,3,4,7,8,52
7959,1961.0,2014-05-29,Graduation,Married,0,0,79410.0,Tier 1,0,0,0,0,0,0,0,0,123,483,80,13,658,13,1370,1,1,2,5,3,8,19
640,1951.0,2013-03-11,Graduation,Married,0,1,57304.0,Tier 2,0,0,0,0,0,0,0,0,138,329,80,17,356,106,1026,5,2,6,10,7,18,61
4252,1965.0,2014-03-23,Graduation,Married,0,1,44375.0,Tier 2,0,0,0,0,0,0,0,0,7,28,5,7,213,41,301,5,1,1,6,4,8,73
8432,1956.0,2012-09-14,Graduation,Together,1,1,54450.0,Tier 2,0,0,0,0,0,0,0,0,8,171,0,19,454,32,684,8,12,2,8,9,22,0
6218,1965.0,2012-10-20,Graduation,Married,0,1,59594.0,Tier 2,0,0,0,1,0,0,1,0,0,29,4,0,457,9,499,7,1,1,7,8,9,74
6905,1994.0,2012-08-22,Graduation,Together,0,0,80685.0,Tier 1,0,0,0,0,0,0,0,0,34,604,45,26,241,54,1004,2,1,4,10,6,15,55
5922,1974.0,2013-10-13,PhD,Married,0,1,40344.0,Tier 2,0,0,0,0,0,0,0,0,0,6,0,0,210,2,218,7,2,1,5,4,8,48
3598,1972.0,2013-05-23,Graduation,Married,0,1,62710.0,Tier 1,0,0,0,0,0,0,0,0,7,83,35,29,441,11,606,4,4,2,12,4,18,53
6116,1968.0,2013-07-05,2n Cycle,Married,0,1,48985.0,Tier 2,0,0,0,0,0,0,0,0,10,18,13,7,19,8,75,3,1,1,3,1,5,13
6263,1968.0,2012-08-22,Graduation,Together,1,2,35322.0,Tier 3,0,0,0,0,0,0,0,0,12,37,9,7,28,13,106,8,3,0,4,2,7,34
10486,1948.0,2013-05-29,Graduation,Married,0,0,77142.0,Tier 1,0,0,0,0,0,0,0,0,29,162,75,151,476,97,990,2,1,4,8,4,13,54
2410,1969.0,2014-01-22,Graduation,Single,0,0,81657.0,Tier 1,0,0,0,0,0,0,0,0,158,425,40,60,364,50,1097,1,1,4,8,3,13,69
193,1996.0,2014-02-17,Basic,Married,0,0,14421.0,Tier 3,0,0,1,0,0,0,1,0,3,2,0,3,0,8,16,5,1,0,2,1,3,81
3363,1974.0,2014-03-17,2n Cycle,Married,0,0,20130.0,Tier 3,0,0,0,0,0,0,0,0,7,3,6,6,0,12,34,8,1,0,3,1,4,99
8278,1990.0,2012-08-26,PhD,Married,0,0,74214.0,Tier 1,0,0,0,0,0,0,0,0,86,547,83,99,863,33,1711,5,1,2,5,8,8,3
10660,1957.0,2014-01-12,Master,Married,1,1,66726.0,Tier 1,0,0,0,1,0,0,1,0,0,35,7,0,349,47,438,7,3,2,4,8,9,61
8686,1979.0,2013-01-08,Basic,Together,1,0,23724.0,Tier 3,0,0,0,0,0,0,0,0,0,15,23,18,5,14,75,8,2,0,3,2,5,65
1604,1960.0,2013-11-13,Master,Married,0,1,47353.0,Tier 2,0,0,0,0,0,0,0,0,8,19,2,8,184,4,225,5,3,2,6,2,11,93
5907,1952.0,2012-11-03,Master,Married,1,1,33444.0,Tier 3,0,0,0,0,0,0,0,0,0,8,0,0,8,2,18,8,1,0,2,1,3,24
10669,1981.0,2013-05-17,Graduation,Married,0,1,54386.0,Tier 2,0,0,0,0,0,0,0,0,62,64,21,21,277,25,470,3,2,2,10,3,14,8
2918,1981.0,2013-04-13,Graduation,Divorced,1,1,28510.0,Tier 3,0,0,0,0,0,0,0,0,0,19,5,4,44,19,91,5,3,0,4,2,7,72
5735,1991.0,2014-02-13,Master,Single,0,0,90638.0,Tier 1,0,0,0,0,1,0,1,0,94,915,120,144,1156,96,2525,1,1,4,10,3,15,29
359,1950.0,2013-01-13,Graduation,Together,0,1,48070.0,Tier 2,0,0,0,0,0,0,0,1,6,83,14,9,373,19,504,7,3,2,6,8,11,33
8387,1957.0,2013-01-05,Graduation,Married,0,1,43140.0,Tier 2,0,0,0,0,0,0,0,0,6,76,8,0,134,11,235,6,1,1,5,4,7,68
1829,1961.0,2013-01-19,PhD,Divorced,0,1,54959.0,Tier 2,0,0,0,1,0,1,2,0,0,60,0,0,1148,24,1232,7,3,5,4,9,12,55
3839,1958.0,2013-05-03,Basic,Single,1,1,15056.0,Tier 3,0,0,0,0,0,0,0,0,21,3,12,6,6,40,88,5,5,2,3,2,10,76
9392,1971.0,2014-05-08,Graduation,Single,1,0,26954.0,Tier 3,0,0,0,0,0,0,0,0,0,11,1,0,4,1,17,7,1,0,2,1,3,17
2292,1985.0,2013-08-02,Graduation,Single,1,0,22327.0,Tier 3,0,0,0,0,0,0,0,0,2,8,4,0,5,5,24,5,1,0,3,1,4,94
10466,1965.0,2013-08-22,Graduation,Married,1,1,44393.0,Tier 2,0,0,0,0,0,0,0,0,2,20,2,2,24,10,60,4,2,0,4,1,6,86
9855,1952.0,2013-08-25,PhD,Single,0,1,62000.0,Tier 1,1,0,0,0,0,0,1,0,0,101,0,0,899,20,1020,4,1,6,13,6,20,25
4088,1962.0,2012-12-06,PhD,Together,0,1,31497.0,Tier 3,0,0,0,0,0,0,0,0,13,28,1,1,108,4,155,8,2,1,4,3,7,22
5231,1974.0,2014-02-27,2n Cycle,Married,0,2,45894.0,Tier 2,0,0,0,0,0,0,0,0,0,7,2,2,27,13,51,5,1,0,3,1,4,15
590,1970.0,2012-12-22,Master,Divorced,0,0,78579.0,Tier 1,0,0,0,0,0,1,1,0,216,549,66,66,816,99,1812,3,1,6,4,5,11,35
8732,1969.0,2012-11-17,Master,Divorced,0,1,67369.0,Tier 1,0,0,0,1,1,1,3,0,37,70,0,14,1298,42,1461,4,4,4,10,7,18,81
